Name,Risk
  THAI AVENUE RESTAURANT   ,Risk 1 (High)
   THE SUBMARINE PIER INC.  ,Risk 1 (High)
  BAUME & BRIX ,Risk 1 (High)
" Green, W. ",Risk 1 (High)
  EXPRESS FOOD MART  ,Risk 3 (Low)
  SUBWAY   ,Risk 1 (High)
 SORRENTO'S PIZZERIA & CUCINA ,Risk 1 (High)
  RA SUSHI  ,Risk 1 (High)
  Southside Occupational Academy. ,Risk 1 (High)
  SAN SOO GAB SAN CORP  ,Risk 1 (High)
 L & M STARLIGHT RESTAURANT INC   ,Risk 1 (High)
   PAPA'S CACHE SABROSO INC ,Risk 1 (High)
  THE CLARK STREET DOG  ,Risk 1 (High)
 HAROLD'S CHICKEN #24   ,Risk 2 (Medium)
   NEW STOP FOOD & TOBACCO ,Risk 3 (Low)
  POPCORN ENTERTAINMENT  ,Risk 1 (High)
 SHIRLEY SOUL FOOD AND CATERING  ,Risk 1 (High)
   TASTE OF PERU  ,Risk 1 (High)
  GEO'S PIZZA INC   ,Risk 2 (Medium)
 CHINA WOK  ,Risk 1 (High)
 LE'S PHO ,Risk 1 (High)
  DAK   ,Risk 1 (High)
 LEBAIL   ,Risk 2 (Medium)
 EL PAISANO TACO'S ,Risk 1 (High)
  AFRICAN SUPERMARKET & LIQUOR   ,Risk 2 (Medium)
   AFC SUSHI@JEWEL-OSCO#3454   ,Risk 1 (High)
 Chartwells Thompson Hospitality  ,Risk 1 (High)
   INO'S TACOS ,Risk 1 (High)
   NELLIES  ,Risk 1 (High)
 Brentano  ,Risk 1 (High)
  BEVERLY BAKERY INC   ,Risk 1 (High)
 AZTECA CHICAGO GRILL ,Risk 1 (High)
 REVOLUTION BREWING  LLC.  ,Risk 1 (High)
 Calhoun North  ,Risk 1 (High)
"  CARNICERIA LA GLORIA NO. 2, INC. ",Risk 1 (High)
   MOZART ELEMENTARY SCHOOL   ,Risk 1 (High)
   M   HENRIETTA   ,Risk 1 (High)
 C & A NEWS INC ,Risk 1 (High)
"  SODEXHO AMERICA, LLC ",Risk 1 (High)
   Jenner Academy  ,Risk 1 (High)
   BORIKEN INC. ,Risk 1 (High)
  Randolph Magnet  ,Risk 1 (High)
  OWEN ,Risk 2 (Medium)
" FRESH START DAYCARE, INC.  ",Risk 1 (High)
   SHAN FOOD ,Risk 1 (High)
 PLAMONDON ELEMENTARY   ,Risk 1 (High)
  WINDY CITY INC   ,Risk 2 (Medium)
   KABOBI  ,Risk 1 (High)
   DUNKINS DONUTS BASKIN ROBBINS  ,Risk 2 (Medium)
 Chopin ,Risk 1 (High)
 Neil  ,Risk 1 (High)
 LA PLACITA ,Risk 1 (High)
  JANSON'S DRIVE IN  ,Risk 2 (Medium)
   RITE PRICE FOOD ,Risk 2 (Medium)
   CORCORAN GROCERY  ,Risk 2 (Medium)
"  EL SOUK RESTAURANT, INC   ",Risk 1 (High)
 TREAT AMERICA FOOD SERVICES ,Risk 1 (High)
   Go Roma Italian Kitchen  ,Risk 1 (High)
 DA LOBSTA  ,Risk 1 (High)
   LEADBELLY   ,Risk 1 (High)
  LEADBELLY ,Risk 1 (High)
  McCORMICK MARKET   ,Risk 2 (Medium)
   SUBWAY ,Risk 1 (High)
 COCINA FUSION ,Risk 3 (Low)
   FLIRTY CUPCAKES ,Risk 2 (Medium)
  DUNKIN DONUTS BASKIN ROBBINS   ,Risk 2 (Medium)
  J & B GYROS   ,Risk 2 (Medium)
 LITTLE CAESARS  ,Risk 2 (Medium)
  AL-ANDALUS GRILL   ,Risk 1 (High)
   FON FON CHINESE CUISINE   ,Risk 1 (High)
   METRO DELI ,Risk 1 (High)
 YOLK CAFE  ,Risk 1 (High)
  TAQUERIA UPTOWN  ,Risk 1 (High)
 COCINA FUSION ,Risk 3 (Low)
  BADHAPPY POUTINE SHOP  ,Risk 1 (High)
  PEPE'S MEXICAN FOOD   ,Risk 1 (High)
 POPEYES CHICKEN ,Risk 1 (High)
 FLYING CHICKEN  ,Risk 1 (High)
 AU BON PAIN ,Risk 1 (High)
  SHIMBO'S   ,Risk 1 (High)
  BUBBA GUMP SHRIMP CO RESTAURANT   ,Risk 1 (High)
" PERILLI'S PIZZA, INC  ",Risk 1 (High)
   MIRAI SUSHI   ,Risk 1 (High)
 TEAVANA #21920 ,Risk 2 (Medium)
   LA CABANA DE DON LUIS #2  ,Risk 1 (High)
  POPEYES   ,Risk 1 (High)
   SOPRAFFINA MARKETCAFFE  ,Risk 1 (High)
 GUS REMUS  ,Risk 1 (High)
"   C MEATS, LLC ",Risk 1 (High)
  ARTHUR CANTY ELEMENTARY  ,Risk 1 (High)
   WHITNEY YOUNG (H/S) ,Risk 1 (High)
 WHALE FISH AND CHICKEN INC  ,Risk 2 (Medium)
 FAMILY DEN  ,Risk 1 (High)
   COCORO  ,Risk 1 (High)
   CHINA CHEF RESTAURANT ,Risk 1 (High)
  SEE THRU CHINESE KITCHEN #15 ,Risk 1 (High)
   FAIRPLAY FINER FOOD   ,Risk 1 (High)
   Mary Lyon Elementary School ,Risk 1 (High)
   DANY'S TACO'S ,Risk 1 (High)
 BJ'S MARKET & BAKERY   ,Risk 1 (High)
  CHINA CITY ,Risk 1 (High)
   VIA CARDUCCI LA SORELLA ,Risk 1 (High)
 CAPRI PIZZA   ,Risk 1 (High)
 THE NILE RESTAURANT   ,Risk 1 (High)
  Hay Community Academy ,Risk 1 (High)
   The Indian Garden Restaurant   ,Risk 1 (High)
 Pita Grill ,Risk 1 (High)
   JIMMY JOHNS SANDWICH SHOPS  ,Risk 1 (High)
   RACINE BAKERY INC  ,Risk 1 (High)
 CYRUS H MCCORMICK ELEMENTARY SCHOOL & MOBILE UNIT   ,Risk 1 (High)
"   BIG HUGS FOR LITTLE HANDS,INC ",Risk 1 (High)
  SNACK SHOP RESTAURANT ,Risk 1 (High)
  AVONDALE-LOGANDALE SCHOOL   ,Risk 1 (High)
  MCDONALDS #27672 ,Risk 2 (Medium)
   THE ALLERTON HOTEL   ,Risk 1 (High)
 DISNEY II ,Risk 1 (High)
 OGDEN INTERNATIONAL SCHOOL OF CHICAGO ,Risk 1 (High)
  VAPIANO ,Risk 1 (High)
   CYRUS H MCCORMICK ELEMENTARY SCHOOL MODULAR ,Risk 1 (High)
 AY CHIWOWA ,Risk 1 (High)
 Tarkington   ,Risk 1 (High)
   G.R. CLARK ELEMENTARY   ,Risk 2 (Medium)
   Von Humboldt   ,Risk 1 (High)
  Von Humboldt C.P.C.  ,Risk 1 (High)
  PLUM CATERING INC ,Risk 1 (High)
  SERBIAN EASTERN ORTHODOX   ,Risk 1 (High)
   UNO Esmeralda Santiago Charter School ,Risk 1 (High)
 Esmond ,Risk 1 (High)
 PARKER HOUSE SAUSAGE CO ,Risk 3 (Low)
  AVONDALE-LOGANDALE SCHOOL   ,Risk 1 (High)
 FRESHII  ,Risk 1 (High)
   KINCADE'S ,Risk 1 (High)
  YOLO'S FOOD & SNACKS ,Risk 1 (High)
  JANSON'S DRIVE IN ,Risk 2 (Medium)
 See Thru Chinese Kitchen ,Risk 1 (High)
 UNCLE JOE'S JERK CHICKEN  ,Risk 1 (High)
  KIKI'S BISTRO   ,Risk 1 (High)
  TOOLUS FAST FOOD   ,Risk 1 (High)
  L.L.M. FOOD MART   ,Risk 3 (Low)
 MIS TACOS MEXICAN FOOD   ,Risk 1 (High)
  SUBWAY ,Risk 1 (High)
   DON JUAN  ,Risk 1 (High)
 AY' MAMI ,Risk 1 (High)
   GYROS ON THE SPIT  ,Risk 1 (High)
 Lincoln  ,Risk 1 (High)
 WILDE ,Risk 1 (High)
  A. P. DELI & GRILL VIII   ,Risk 1 (High)
  TAQUERIA EL KACHETON  ,Risk 1 (High)
"  VNTOFU  FAST FOOD, INC.   ",Risk 1 (High)
   S & S  FOOD ON CLARK ,Risk 3 (Low)
 COOKIES AND CARNITAS  ,Risk 1 (High)
   PIEROGI WAGON ,Risk 2 (Medium)
   JET'S PUBLIC HOUSE   ,Risk 1 (High)
 FATHER & SON PIZZERIA LTD  ,Risk 1 (High)
" Colemon, Johnnie ",Risk 1 (High)
   SPARTAN BROS.INC. ,Risk 1 (High)
  THE RUSTY ARMADILLO GRILL & CANTINA ,Risk 1 (High)
  COMMUNITY FOODS   ,Risk 2 (Medium)
   A&T PANCAKE HOUSE ,Risk 1 (High)
  Sabin Magnet   ,Risk 1 (High)
   THE  SPICE ,Risk 1 (High)
  CHICKEN HUT   ,Risk 1 (High)
  AY CHIWOWA  ,Risk 1 (High)
   CASTLE  ,Risk 1 (High)
 SUBWAY SANDWICH & SALAD  ,Risk 1 (High)
" TAQUERIA MI LINDO DURANGO, INC ",Risk 1 (High)
 CILANTRO  THAI  KITCHEN ,Risk 1 (High)
  SIAM TREASURE RESTAURANT  ,Risk 1 (High)
  Lloyd   ,Risk 1 (High)
  CITGO ,Risk 3 (Low)
   AUSTIN MULTIPLEX HIGH SCHOOL ,Risk 1 (High)
 TAQUERIA LOS AZARES  ,Risk 1 (High)
   MEXICANA RESTAURANT & PASTRY INC   ,Risk 1 (High)
  La Madrilena Bakery ,Risk 2 (Medium)
  KOVALA CORP  ,Risk 2 (Medium)
   L PATRON  ,Risk 1 (High)
  STARBUCKS COFFEE #227 ,Risk 2 (Medium)
   SUBWAY   ,Risk 1 (High)
   L' PATRON   ,Risk 1 (High)
  De Diego Community   ,Risk 1 (High)
   THE COFFEE SHOP   ,Risk 2 (Medium)
  THE PURPLE COW   ,Risk 2 (Medium)
"   Calo Lounge, Inc.   ",Risk 1 (High)
 COCO RESTAURANT  ,Risk 1 (High)
  BERNARD MOOS ELEMENTARY SCHOOL   ,Risk 1 (High)
   T & H FOOD MART   ,Risk 3 (Low)
  DELITIME L.L.C.   ,Risk 1 (High)
  HOME BAKERY & FESTIVALS ,Risk 1 (High)
 PEARL TAVERN  ,Risk 1 (High)
 EUREST DINING SERVICES ,Risk 1 (High)
 CAVANAUGH'S BAR & RESTAURANT ,Risk 1 (High)
 FONTANO'S SUBS ,Risk 1 (High)
   EL JALAPENO   ,Risk 1 (High)
 CEDARS MEDITHERRANEAN KITCHEN ,Risk 1 (High)
 NELLY'S FOOD MART CORP.   ,Risk 1 (High)
 TURKISH CUISINE AND BAKERY ,Risk 1 (High)
 TAVERNA 750   ,Risk 1 (High)
 RETRO CAFE RESTAURANT ,Risk 1 (High)
   POPS  ITALIAN BEEF ON KEDZIE   ,Risk 1 (High)
 4 HERMANOS   ,Risk 1 (High)
  HOME RUN INN ,Risk 1 (High)
"   ROTI 200 WEST RANDOLPH, LLC ",Risk 1 (High)
 NEW STOP FOOD & TOBACCO ,Risk 3 (Low)
   SUBWAY SANDWICHES  ,Risk 1 (High)
 JOE'S CHICKEN   ,Risk 1 (High)
  NATIVE FOODS CLARK STREET LLC  ,Risk 1 (High)
   NATIVE FOODS CLARK STREET LLC ,Risk 1 (High)
"   LEONA'S PIZZERIA, INC. ",Risk 1 (High)
  BISHOP CONWAY RESIDENCE ,Risk 1 (High)
 CHINA LAMP RESTAURANT ,Risk 1 (High)
 RED SEA ETHIOPIAN ERITRIAN RESTAURANT INC   ,Risk 1 (High)
  MILLER'S PUB & RESTAURANT   ,Risk 1 (High)
   POTBELLY SANDWICH WORKS   ,Risk 1 (High)
   PAPA CHRIS PLACE INC ,Risk 1 (High)
   MING BRICKYARD SUPER CHINA BUFFET INC. ,Risk 1 (High)
   CARIBBEAN JERK AND BAR-B-QUE PIT   ,Risk 1 (High)
   GEORGIOS ON DIVISION  ,Risk 1 (High)
   MILTON BRUNSON ELEMENTARY ,Risk 1 (High)
 D'S HOUSE ,Risk 3 (Low)
  DAN'S BAKERY& EATERY   ,Risk 1 (High)
   EL PATIO RESTAURANT   ,Risk 1 (High)
  NEW WAVES INC   ,Risk 1 (High)
 CONCA D'ORO BAKERY  ,Risk 2 (Medium)
  FRESHII   ,Risk 1 (High)
   WHITE CASTLE #63 ,Risk 2 (Medium)
 GOLD COAST PIZZA COMPANY   ,Risk 1 (High)
 GROCERY ALVAREZ ,Risk 1 (High)
 GREYHOUND LINES INC  ,Risk 1 (High)
  SELECT CUT STEAKHOUSE  ,Risk 1 (High)
   SLIPPERY SLOPE   ,Risk 3 (Low)
  CITGO FUEL& MINI MART ,Risk 2 (Medium)
   White ,Risk 1 (High)
  SUBWAY  ,Risk 1 (High)
   DIAMANTE  AZUL  RESTAURANT  ,Risk 1 (High)
 Nixon  ,Risk 1 (High)
  SLIPPERY SLOPE ,Risk 3 (Low)
  Ellington Elementary School ,Risk 1 (High)
  CHEF PETROS RESTAURANT & BAKER   ,Risk 1 (High)
  DIANA' FOOD & RESTAURANT ,Risk 1 (High)
   EJ SUSHI   ,Risk 1 (High)
  4 HERMANOS TOO ,Risk 1 (High)
   SUMMA CUM LAUDE INC.  ,Risk 1 (High)
 SUMMA CUM LAUDE INC.  ,Risk 1 (High)
" KRAKUS DELI,  INC   ",Risk 1 (High)
 SUPERMERCADO EL CUBANO INC  ,Risk 1 (High)
  GARRETT LLC FOR LEARNING & GROWTH   ,Risk 1 (High)
 PINK KROKODILE CAFE  ,Risk 1 (High)
   M. HENRY  ,Risk 1 (High)
   TAOUERIA EL RANCHITO #TWO INC   ,Risk 1 (High)
  Cameron Elementary   ,Risk 1 (High)
 IDEAL BAKERY  ,Risk 1 (High)
 JOSEPH  GARY SCHOOL/MODULAR/ANNEX ,Risk 1 (High)
   EUREST DINING SERVICES  ,Risk 1 (High)
  BURGER KING #8312   ,Risk 2 (Medium)
 FALCON FUEL   ,Risk 3 (Low)
  NEW MODERN GRILL INC   ,Risk 1 (High)
" L&L ACADEMY AND PRESCHOOL LP, CORP.   ",Risk 1 (High)
  JOSEPH  GARY SCHOOL   ,Risk 1 (High)
 Sauganash ,Risk 1 (High)
   Columbus  ,Risk 2 (Medium)
  FAMILY PRIDE  ,Risk 1 (High)
  Lovett ,Risk 1 (High)
  LA FLOR DE MICHOACAN ,Risk 1 (High)
 THONG THAI RESTAURANT  ,Risk 1 (High)
 Higgins Community   ,Risk 1 (High)
   LA BARCA   ,Risk 1 (High)
 NAMO RESTAURANT   ,Risk 1 (High)
 HOLIDAY INN CHICAGO O'HARE  ,Risk 1 (High)
 LITTLE GOAT DINER  ,Risk 1 (High)
 ROCKY'S TACOS   ,Risk 1 (High)
   BINITA'S  ,Risk 3 (Low)
 TAQUERIA UPTOWN  ,Risk 1 (High)
  EPPYS CAFE & DELI ,Risk 1 (High)
 LA BELLA CAFE & INTERNET ,Risk 2 (Medium)
 LOBBY SHOP ,Risk 3 (Low)
   CHIPOTLE MEXICAN GRILL  ,Risk 1 (High)
 NUMBER 1 CHOP SUEY ,Risk 1 (High)
  ARAMARK ,Risk 1 (High)
  SONG DO   ,Risk 1 (High)
   TOYS BEEF& RICE CHINDA LTD ,Risk 1 (High)
  ZAMZAM BANQUET HALL  ,Risk 1 (High)
   MRS. GREEN'S OF WEBSTER  ,Risk 1 (High)
   PROSECCO ,Risk 1 (High)
   PITZAFERRO INC ,Risk 3 (Low)
   JIMMY JOHNS SANDWICH SHOPS   ,Risk 1 (High)
"  NEW ZAIKA RESTAURANT, INC.   ",Risk 1 (High)
  STARBUCKS COFFEE #2329  ,Risk 2 (Medium)
" WALLACE CATFISH, INC. ",Risk 1 (High)
   UNCLE JOE'S JERK CHICKEN & FISH ,Risk 1 (High)
   ASIAN CAFE   ,Risk 1 (High)
  PANADERIA Y TAQUERIA COTZIO  ,Risk 1 (High)
  DUNKIN DONUTS ,Risk 2 (Medium)
   LUCIA GOURMET ITALIAN CUISINE  ,Risk 1 (High)
  LITTLE CLOWN PIZZA & RESTAURANT  ,Risk 1 (High)
  LINCOLN TAVERN & RESTAURANT  ,Risk 1 (High)
 S'  PAISANS PIZZA & GRILL ,Risk 1 (High)
  BILL'S PLACE RESTUARANT  ,Risk 1 (High)
 JACK' S FAMOUS WINGS   ,Risk 1 (High)
   LE PITA   ,Risk 1 (High)
 DUNKIN DONUTS / BASKIN ROBBINS  ,Risk 2 (Medium)
 SEE THRU CHINESE   ,Risk 1 (High)
  SHISO  ,Risk 1 (High)
 MARISCOS LAS ISLITAS ,Risk 1 (High)
 McDonald's #4308  ,Risk 2 (Medium)
   OLIVE MEDITERRANEAN GRILL   ,Risk 1 (High)
 CARLOS FUENTES CHARTER SCHOOL ,Risk 1 (High)
   BREW & GROW  ,Risk 3 (Low)
  HONG WING CHINA DELIGHT   ,Risk 1 (High)
   BLAZE N GRILL CORP. ,Risk 1 (High)
   THE PUMPING CO INC ,Risk 1 (High)
 CLUB LUCKY INC   ,Risk 1 (High)
   THE ORIGINAL GINO'S EAST ,Risk 1 (High)
   NEW CHINA BUFFET   ,Risk 1 (High)
 PHO  VIET ,Risk 1 (High)
" New Grand Chinese Kitchen, Inc. ",Risk 1 (High)
   SUNNY-SUBMARINE  ,Risk 2 (Medium)
  A. P. DELI & GRILL VIII   ,Risk 1 (High)
  LOS TRES AMIGO'S RESTAURANT  ,Risk 1 (High)
 SALVD Y VIDA  ,Risk 2 (Medium)
   CHICAGO HEALTH-MAPLE STREET   ,Risk 1 (High)
   PURE NATURAL BLENDS ,Risk 2 (Medium)
   SUNNY SUB ,Risk 1 (High)
 ALFRED NOBEL ELEMENTARY   ,Risk 1 (High)
  FEDORA LOUNGE  ,Risk 1 (High)
 LO CAL CORNER  ,Risk 1 (High)
"  Rosebud Catering & Events, Inc.  ",Risk 1 (High)
 MICHIGAN FOODS ,Risk 2 (Medium)
 Sayre Language Acad.   ,Risk 1 (High)
  SANDWICH ME IN  ,Risk 1 (High)
  EL GALLO ORO ,Risk 1 (High)
   DAVIS ELEMENTARY (ANNEX)  ,Risk 1 (High)
 HAROLD'S CHICKEN SHACK  ,Risk 2 (Medium)
 MCDONALD'S   ,Risk 2 (Medium)
 KRISPY KRUNCHY CHICKEN ,Risk 1 (High)
 FEYROUS PASTRIES   ,Risk 1 (High)
   ORIENTAL CHEF ,Risk 1 (High)
  OSAMA FOOD ,Risk 2 (Medium)
"   KARYN'S COOKED, INC. ",Risk 1 (High)
   OSAMA FOOD INC.  ,Risk 2 (Medium)
  PIZZA NOVA EXPRESS   ,Risk 1 (High)
 Burr   ,Risk 1 (High)
  CARL VON LINNE ELEMENTARY SCHOOL  ,Risk 1 (High)
  DOMINO'S PIZZA  ,Risk 1 (High)
   OSAMA FOOD INC.  ,Risk 2 (Medium)
  HOT N SPICY GRILL CHICKEN ,Risk 2 (Medium)
 HONG XUONG BAKERY INC   ,Risk 1 (High)
   ROSEBUD RESTAURANTS INC ,Risk 1 (High)
   Ruggles  ,Risk 1 (High)
  SUBWAY   ,Risk 1 (High)
 TAQUERIA EL CHORRITO ,Risk 1 (High)
   BOGAN HIGH SCHOOL  ,Risk 1 (High)
   MARQUETTE  ,Risk 1 (High)
 Sutherland ,Risk 2 (Medium)
 LITTLE GOAT FRENCH MARKET ,Risk 1 (High)
  BARTOLOME DE LAS CASAS CHARTER SCHOOL   ,Risk 2 (Medium)
  EL ORIGINAL GALLO BRAVO   ,Risk 1 (High)
   MCDONALDS #12003  ,Risk 2 (Medium)
 LITTLE GOAT DINER   ,Risk 1 (High)
  DELITIME L.L.C.   ,Risk 1 (High)
   NOOKIES TREE LTD ,Risk 1 (High)
   FIVE STAR GENERAL MERCHANT   ,Risk 3 (Low)
   EMILIANO ZAPATA ACADEMY   ,Risk 1 (High)
   WHOLE FOODS MARKET   ,Risk 1 (High)
  GREEN GROCERY  ,Risk 3 (Low)
   TEDDY'S GRILL  ,Risk 1 (High)
 Wildwood ,Risk 1 (High)
 NATHAN DAVIS ELEMENTARY  ,Risk 1 (High)
  LA PERLA TAPATIA BAKERY ,Risk 2 (Medium)
   TEDDY'S RESTAURANT ,Risk 3 (Low)
   THE COFFEE STUDIO ,Risk 2 (Medium)
  Drummond ,Risk 1 (High)
 V AND V   ,Risk 3 (Low)
 WOODLAWN GARDENS   ,Risk 1 (High)
 JESUS PEOPLE USA FGM  ,Risk 1 (High)
  DEL SEOUL ,Risk 1 (High)
   NAMO RESTAURANT ,Risk 1 (High)
   GIORDANO'S ON JACKSON ,Risk 1 (High)
 CHINESE KITCHEN AND SUSHI   ,Risk 1 (High)
  CHINESE KITCHEN AND SUSHI  ,Risk 1 (High)
   MY THAI   ,Risk 1 (High)
 ELLEN'S KITCHEN  ,Risk 1 (High)
   SUBWAY 50886  ,Risk 1 (High)
  JANINA'S DELI ,Risk 1 (High)
  GELATINAS CRIS  ,Risk 1 (High)
 ANDRZEJ GRILL INC  ,Risk 1 (High)
  VICEROY OF INDIA/ SAGAR ,Risk 1 (High)
  Pita Grill   ,Risk 1 (High)
 CHINESE KITCHEN AND SUSHI   ,Risk 1 (High)
   MACKU  ,Risk 1 (High)
   LA FLOR DE MICHOACAN  ,Risk 1 (High)
 THE WATERHOLE LOUNGE   ,Risk 2 (Medium)
  WINGSTOP  ,Risk 1 (High)
 WHITE PALACE GRILL ,Risk 1 (High)
 STAR  GRILL ,Risk 1 (High)
   SPOON THAI   ,Risk 1 (High)
  CHURCH'S CHICKEN # 1054   ,Risk 2 (Medium)
"   HOUND DOG, BURGER & TERIYAKI  RESTAURANT ",Risk 1 (High)
   MRS. FIELDS COOKIES   ,Risk 2 (Medium)
   MARIANO'S FRESH MARKET #8507 ,Risk 1 (High)
 MRS FIELDS COOKIES  ,Risk 2 (Medium)
 RIB PLACE INC.   ,Risk 1 (High)
  GARIFUNA FLAVA CARIBBEAN RESTAURANT  ,Risk 1 (High)
  THE PUMPING CO INC  ,Risk 1 (High)
  PAPA JOHNS  ,Risk 2 (Medium)
  TRINITY BAR   ,Risk 1 (High)
  ATHENIAN ROOM RESTAURANT ,Risk 1 (High)
  SUBWAY ,Risk 1 (High)
"   TONO TACOS, INC.   ",Risk 1 (High)
   KIKKA ,Risk 1 (High)
 ANTIQUE TACO   ,Risk 1 (High)
 DRAGON GATE ,Risk 1 (High)
  LOCKDOWN   ,Risk 1 (High)
 ERIK'S DELI   ,Risk 1 (High)
 TOP DOG  ,Risk 1 (High)
   CHEF AJ'S CARRY OUT  ,Risk 1 (High)
 PIZZERIA UNO CHICAGO BAR & GRILL   ,Risk 1 (High)
  CESAR'S TACOS ,Risk 1 (High)
 7-ELEVEN DOMY CORP ,Risk 2 (Medium)
 CHICAGO SMOKE LTD ,Risk 1 (High)
  CHINA WOK ,Risk 1 (High)
 THAI BOWL   ,Risk 1 (High)
 JAMES RUSSELL  LOWELL ELEMENTARY ,Risk 1 (High)
 CORCORAN GROCERY   ,Risk 2 (Medium)
  GRILL-N-CHILL CAFE   ,Risk 1 (High)
   CHURRO FACTORY   ,Risk 2 (Medium)
 BOMBAY SPICE GRILL  ,Risk 1 (High)
  JEWEL FOOD STORE #3454   ,Risk 1 (High)
   PROLOGUE EARLY COLL PREP   ,Risk 2 (Medium)
 PERSHING MAGNET SCHOOL   ,Risk 1 (High)
"   QUEST FOOD MANAGEMENT SERVICE,INC   ",Risk 1 (High)
  NASH ELEMENTARY   ,Risk 1 (High)
   PERSHING MAGNET EAST ,Risk 1 (High)
   EL PAISANO TACO'S  ,Risk 1 (High)
   THAI  BURRITO ,Risk 1 (High)
   MEE MAH  ,Risk 1 (High)
  SUMMER  ,Risk 1 (High)
  TEQUILA RESTAURANT ,Risk 1 (High)
 MISS MUFFET RESTAURANT   ,Risk 1 (High)
 DEMITASSE ,Risk 1 (High)
  MEZTISOY FOOD MARKET  ,Risk 1 (High)
   ST. ANDREW LUTHERAN SCHOOL   ,Risk 1 (High)
  RONNY'S ORIGINAL STEAK HOUSE  ,Risk 1 (High)
 NELLIES  ,Risk 1 (High)
   ARAMARK & LOYOLA DAMEN ,Risk 1 (High)
 Ames Middle  School ,Risk 1 (High)
 ERNST PRUSSING ELEMENTARY SCHOOL  ,Risk 1 (High)
 PRESTIGE LIQUORS  ,Risk 3 (Low)
  MARTELLO'S PIZZA #1  ,Risk 1 (High)
  NORTHSIDE COLLEGE PREP. ,Risk 1 (High)
 2 SPARROWS  ,Risk 1 (High)
  GELATINA'S CRIS#2 ,Risk 1 (High)
  Hannah G.Solomon Elementary  School   ,Risk 1 (High)
 KANELA CAFE ,Risk 1 (High)
 CHLOE'S  ,Risk 1 (High)
   Walter Newberry Elementary ,Risk 1 (High)
 NEW POP-IN  ,Risk 2 (Medium)
 SUBWAY ,Risk 1 (High)
"   CHABLAY'S EXPRESS & CATERING, INC  ",Risk 1 (High)
 JOHN SPRY COMMUNITY SCHOOL  ,Risk 1 (High)
 THE ROOKERY   ,Risk 1 (High)
 JAZZY BEAN CAFE  ,Risk 1 (High)
 AODAKE ASIAN BISTRO   ,Risk 1 (High)
   CHICAGO'S BEST SUB   ,Risk 2 (Medium)
   COLEMAN'S HICKORY HOUSE #1 ,Risk 1 (High)
   OCTAVIO PAZ CHARTER SCHOOL  ,Risk 1 (High)
   ANN SATHER RESTAURANT GRANVILLE ,Risk 1 (High)
 HAPPY FOODS ,Risk 1 (High)
 APART PIZZA COMPANY CHICAGO  ,Risk 2 (Medium)
  AODAKE ASIAN BISTRO   ,Risk 1 (High)
   BEST SUB #2 ,Risk 2 (Medium)
   AL'S ITALIAN BEEF INC  ,Risk 1 (High)
 SHIRLEY SOUL FOOD AND CATERING ,Risk 1 (High)
   SA HOWARD INC.  ,Risk 2 (Medium)
   STARBUCKS #2756 ,Risk 2 (Medium)
 MAC ARTHUR'S ,Risk 1 (High)
  Weather Mark Tavern  ,Risk 1 (High)
   OYSY   ,Risk 1 (High)
   FRESHII ,Risk 1 (High)
  NIU B  ,Risk 1 (High)
  NIU B ,Risk 1 (High)
  MADISON STREET GRILL   ,Risk 1 (High)
 J & J FISH  ,Risk 1 (High)
 Jason Wok   ,Risk 1 (High)
   PEKING CHINESE KITCHEN   ,Risk 1 (High)
 NEW LITTLE CHINA ,Risk 1 (High)
 GOLD COAST DOGS   ,Risk 1 (High)
 APART PIZZA COMPANY CHICAGO  ,Risk 2 (Medium)
  LITTLE BUCHAREST BISTRO   ,Risk 1 (High)
  LAMONTS GIFT SHOP   ,Risk 3 (Low)
  ARMAND'S PIZZERIA  ,Risk 1 (High)
  Holiday Club   ,Risk 1 (High)
  J & B GYROS # 4  ,Risk 2 (Medium)
 HAPPY GARDEN ,Risk 1 (High)
  ATINO'S PIZZA # 2 INC   ,Risk 1 (High)
  EL CHURRITO ROJAS INC.   ,Risk 2 (Medium)
  Duran European Sandwiches Cafe ,Risk 1 (High)
 CHINA PHOENIX CHINESE RESTAURANT  ,Risk 1 (High)
 Tanelli's Pizza ,Risk 1 (High)
   RETRO CAFE RESTAURANT  ,Risk 1 (High)
 SUBWAY   ,Risk 1 (High)
  ARMAND'S PIZZERIA   ,Risk 1 (High)
  JOVIAL CLUB   ,Risk 1 (High)
  TRINITY BAR  ,Risk 1 (High)
   ROYAL COFFEE ,Risk 1 (High)
 PENNI'S SIAM CHOP SUEY  ,Risk 3 (Low)
   SOPRAFFINA MARKETCAFFE  ,Risk 1 (High)
 SP KEBAB   ,Risk 1 (High)
   SEE THRU CHINESE KITCHEN #13 ,Risk 1 (High)
"   THAIDAY CHICAGO, INC  ",Risk 1 (High)
   4700 PETE'S FRESH MARKET  ,Risk 1 (High)
 HALSTED STREET DELI   ,Risk 1 (High)
  GATEWAY NEWSTAND ,Risk 3 (Low)
 THE GODDESS & GROCER ,Risk 1 (High)
   TAQUERIA LAS ROSITAS EXPRESS GRILL   ,Risk 3 (Low)
" GREAT CHINA HOUSE, INC.  ",Risk 1 (High)
 TAQUERIA EL RANCHITO   ,Risk 1 (High)
 SPICYMIXE AMERICAN & ASIAN   ,Risk 1 (High)
 NATHANS I-94 RIB AND GRILL ,Risk 1 (High)
 Depot Diner ,Risk 1 (High)
  Yango's Grill   ,Risk 1 (High)
   MARIANO'S   ,Risk 1 (High)
