Name,Risk
  HOST INTERNATIONAL INC-BAR L04  ,Risk 3 (Low)
   MART ANTHONY  ,Risk 1 (High)
  JEWEL FOOD STORE #3441   ,Risk 1 (High)
"  TINY TOWN FOR TOTS,INC ",Risk 1 (High)
  COCO COOKS  ,Risk 1 (High)
 CHILDREN'S LEARNING  PLACE   ,Risk 1 (High)
 CENTRO MARKET ,Risk 1 (High)
   THE LITTLE SCHOLARS CLUB   ,Risk 1 (High)
  GHAREEB NAWAZ RESTAURANT   ,Risk 1 (High)
 KIDDY COMFORT ZONE ,Risk 1 (High)
 STAR GYROS INC.   ,Risk 2 (Medium)
"  SODEXHO AMERICA, LLC ",Risk 1 (High)
 SKYSCRAPERS  ,Risk 2 (Medium)
  FOSS FOOD TRUCKS   ,Risk 1 (High)
 KELLOGG ELEMENTARY SCHOOL   ,Risk 2 (Medium)
 FAIRMONT CARE CENTER  ,Risk 1 (High)
   NORTHSTAR COFFEE   ,Risk 2 (Medium)
  QUITE FRANKLY ,Risk 2 (Medium)
  NELLIE MAE'S ,Risk 2 (Medium)
   DUKE'S CHICAGO BAR AND GRILL ,Risk 1 (High)
   GIORDANO'S ON SHERIDAN   ,Risk 1 (High)
 KIDDIE KORRAL ACADEMY   ,Risk 1 (High)
   THE KERRYMAN  ,Risk 1 (High)
 BASEBALL BUFFET INC ,Risk 1 (High)
 MCCORMICK PLACE - NORTH BUILDING ,Risk 1 (High)
   CHAN'S RESTAURANT ,Risk 1 (High)
  MIS PERLAS  ,Risk 3 (Low)
"  CARNICERIA LA MEJOR, INC.  ",Risk 1 (High)
  MARIO 'S BUTCHER SHOP FD CNTR   ,Risk 2 (Medium)
  BLACK SHEEP  ,Risk 1 (High)
 MARIO'S BUTCHER SHOP   ,Risk 2 (Medium)
  SALT & PEPPER DINER   ,Risk 1 (High)
  VAPIANO ,Risk 1 (High)
"  UPTOWN DOLLAR AND UP, INC   ",Risk 3 (Low)
   CHICAGO WHITE SOX LTD ,Risk 1 (High)
  NEW HOPE HEAD START   ,Risk 1 (High)
"  BETTY'S DAY CARE ACADEMY, INC.  ",Risk 1 (High)
  ZED 451  ,Risk 1 (High)
 BP AMOCO ,Risk 3 (Low)
 IRVING PULASKI SHELL ,Risk 3 (Low)
   KULAN RESTAURANT  ,Risk 1 (High)
  BACARDI AT THE PARK   ,Risk 1 (High)
  DIB SUSHI BAR AND THAI CUISINE   ,Risk 1 (High)
 M T DAIRY SERVICE  ,Risk 2 (Medium)
   LEVY RESTAURANTS AT GAURANTEED RATE FIELD ,Risk 1 (High)
  Esmond  ,Risk 1 (High)
 STANLEY'S RESTAURANT   ,Risk 1 (High)
 TEA GSCHWENDNER   ,Risk 3 (Low)
 FILIPPO'S ,Risk 1 (High)
  MCCORMICK PLACE - WEST BUILDING  - SAVOR ,Risk 1 (High)
   MCCORMICK PLACE - SOUTH BUILDING - SAVOR   ,Risk 1 (High)
  LA BRUQUENA RESTAURANT & LOUNGE  ,Risk 1 (High)
   UPLIFT Community AT ARAI  ,Risk 1 (High)
   MCCORMICK PLACE- LAKESIDE CENTER- SAVOR  ,Risk 1 (High)
 CHICAGO JESUIT ACADEMY ,Risk 2 (Medium)
 STARBUCKS COFFEE #223  ,Risk 2 (Medium)
 ONE STOP FOOD & LIQUOR STORE  ,Risk 2 (Medium)
 CYDI COMMUNITY YOUTH DEVELOPMENT INSTITUTE  ,Risk 2 (Medium)
 CIALES POULTRY MEATS & FISH ,Risk 1 (High)
   ROOTSTOCK WINE & BEER BAR   ,Risk 1 (High)
 GIORNO'S PIZZA INCORPORATED   ,Risk 1 (High)
 UPTOWN DOLLAR & GROCERY ,Risk 3 (Low)
 Shoop  ,Risk 1 (High)
   LA  ROSITA BAKERY  ,Risk 2 (Medium)
   PIZZA GIORNOS   ,Risk 1 (High)
  LEVY RESTAURANTS AT GAURANTEED RATE FIELD ,Risk 2 (Medium)
   KNOCKBOX  CAFE  ,Risk 2 (Medium)
 LEVY'S RESTAURANTS AT GAURANTEED RATE FIELD ,Risk 1 (High)
  LEVY RESTAURANTS AT GUARANTEED RATE FIELD  ,Risk 1 (High)
"   ILLINOIS SPORTSERVICE, INC.   ",Risk 2 (Medium)
"  ARAMARK EDUCATIONAL SERVICES, LLC   ",Risk 3 (Low)
   JIMMY JOHNS  ,Risk 2 (Medium)
   SUNRISE MARKET ,Risk 2 (Medium)
  A & D FOOD MARKET INC ,Risk 2 (Medium)
   ANTON DVORAK ELEMENTARY ,Risk 1 (High)
 BELMONT SNACK SHOP   ,Risk 1 (High)
"   CHICAGO WHIRLY, INC. ",Risk 1 (High)
   WICKER BASKET MARKET  ,Risk 1 (High)
 LONNIE'S PIZZERIA INC ,Risk 1 (High)
   JIMMY JOHN'S   ,Risk 2 (Medium)
   KEVIN'S HAMBURGER HEAVEN  ,Risk 1 (High)
   Chicago DQ Grill and Chill  ,Risk 1 (High)
  PATIO RESTAURANT   ,Risk 1 (High)
  TWO ITALIANS DELI & PIZZERIA  ,Risk 3 (Low)
"   HOST INTERNATIONAL INC, CHILIS T-2  ",Risk 1 (High)
"  WESTERN SERVICE, INC. ",Risk 3 (Low)
 JUST A PIZZA PLUS INC   ,Risk 1 (High)
 VICTOR'S PIZZERIA  ,Risk 1 (High)
   PATHWAYS TO LEARNING CHILD CARE CENTER  ,Risk 1 (High)
 HAROLD'S CHICKEN SHACK  ,Risk 2 (Medium)
   CHICAGO BLACKHAWKS STANLEY'S T2 BAR ,Risk 1 (High)
"  ROYAL CATERING SERVICES,LLc   ",Risk 1 (High)
 EASTER SEALS METROPOLITAN CHICAGO ,Risk 1 (High)
  OLD COUNTRY BUFFET ,Risk 1 (High)
 WATKINS QUALITY PRODUCTS ,Risk 3 (Low)
"  SSYAL GINSENG HOUSE, INC   ",Risk 1 (High)
   III FORKS #425  ,Risk 1 (High)
 GYU-KAKU RESTAURANT   ,Risk 1 (High)
" A.P. DELI RESTAURANT GROUP, INC. ",Risk 1 (High)
 PATHWAYS TO LEARNING CHILD CARE CENTER   ,Risk 1 (High)
  III FORKS #425   ,Risk 1 (High)
   MUD BUG  ,Risk 1 (High)
  EFIE'S CANTEEN INC ,Risk 1 (High)
 GT FISH & OYSTERS   ,Risk 1 (High)
"   ARAMARK EDUCATIONAL SERVICES, LLC ",Risk 3 (Low)
"   JOHN'S GAR HOT DOGS, INC.  ",Risk 2 (Medium)
  MAXWELL STREET DEPOT INC. ,Risk 2 (Medium)
 TAQUERIA ATOTONILCO #2  ,Risk 1 (High)
  ASHLAND CONVENIENCE & LIQUOR   ,Risk 3 (Low)
   Ichiban Sushi Cafe ,Risk 1 (High)
   RICOCHETS  ,Risk 3 (Low)
  CHILDREN'S MEMORIAL HOSPITAL ,Risk 1 (High)
"  WALLACE CATFISH, INC.   ",Risk 1 (High)
  RICOCHETS ,Risk 3 (Low)
   INCARNATIOIN HEADSTART  ,Risk 1 (High)
 HERBALIFE  ,Risk 2 (Medium)
  BANANA JOE'S ,Risk 1 (High)
  Harper (H/S)   ,Risk 1 (High)
"   UPTOWN DOLLAR AND UP, INC   ",Risk 3 (Low)
   MAYFAIR MARATHON INC   ,Risk 1 (High)
  UPTOWN DOLLAR & GROCERY   ,Risk 3 (Low)
   BRIGHTON MINI MART INC  ,Risk 2 (Medium)
  MARIANO'S FRESH MARKET #8503 ,Risk 1 (High)
 QUITE FRANKLY LTD  ,Risk 3 (Low)
  SUBWAY SANDWICH  ,Risk 1 (High)
   7700 CITGO KEDZIE   ,Risk 3 (Low)
  MARIANO'S FRESH MARKET #8503 ,Risk 1 (High)
 JOPLIN ELEMENTARY SCHOOL  ,Risk 1 (High)
" BORDERS BOOKS, MOVIES, MUSIC, CAFE   ",Risk 2 (Medium)
 POMPEI ,Risk 1 (High)
  CAFFE ROM   ,Risk 1 (High)
 MC NAMARA'S FOOD & DRINKS ,Risk 1 (High)
  LA INTERNATIONAL  ,Risk 2 (Medium)
  RIO VALLEY MARKET #2  ,Risk 1 (High)
  MANCHU WOK   ,Risk 1 (High)
   VISITATION CATHOLIC SCHOOL ,Risk 1 (High)
   ALBANY PARK CAMPUS/EDISON REGIONAL GIFTED CTR.  ,Risk 1 (High)
  ROSELAND COMMUNITY GOOD NEWS DAYCARE  ,Risk 1 (High)
 WILLIAM BROWN ELEMENTARY SCHOOL   ,Risk 1 (High)
  AMBIANCE REFINED ,Risk 3 (Low)
  EL NORTE   ,Risk 1 (High)
  JERSEY MIKE'S  ,Risk 1 (High)
  WESTSIDE HOLISTIC FAMILY CTR  ,Risk 1 (High)
 SUBWAY #25073 ,Risk 1 (High)
 ANDREW JACKSON   ,Risk 1 (High)
 OAKLEY EXPRESS ,Risk 2 (Medium)
 DOUBLE TREE MAGNIFICENT MILE ,Risk 1 (High)
   LOS TRES HERMANOS  ,Risk 1 (High)
  VIDA SALUDABLE   ,Risk 2 (Medium)
   JASON'S DELI   ,Risk 1 (High)
   LUCKY GRILL INC ,Risk 1 (High)
 S. A. A. FOOD & LIQUORS   ,Risk 3 (Low)
  STARBUCKS COFFEE #226 ,Risk 2 (Medium)
  Davis M. Academy  ,Risk 1 (High)
  Municipal Foods  ,Risk 2 (Medium)
  BEGGARS PIZZA   ,Risk 1 (High)
   THE GRILLING CATERING AND DELIVERY COMPANY ,Risk 1 (High)
  LA GONDOLA CUCINA ITALIANA ,Risk 1 (High)
 JUST IN TIME GROUP CORP ,Risk 2 (Medium)
  DEMERA ETHIOPIAN RESTAURANT  ,Risk 1 (High)
  TACO & BURRITOS LOS 3 PANCHO'S ,Risk 1 (High)
 PICAZO'S TACO & FAST FOOD INC. ,Risk 1 (High)
   HOANH  LONG  RESTAURANT   ,Risk 1 (High)
  CHIKIS PIZZA   ,Risk 1 (High)
  FRANCESCA'S ON CHESTNUT  ,Risk 1 (High)
 THE HUT   ,Risk 1 (High)
  ALHAMBRA PALACE RESTAURANT   ,Risk 1 (High)
   MARIO'S BUTCHER SHOP ,Risk 2 (Medium)
  SHARKS FISH & CHICKEN   ,Risk 2 (Medium)
 VALERO ,Risk 3 (Low)
 OUR TAURUS FLAVORS #2   ,Risk 1 (High)
  POPEYE'S FRIED CHICKEN   ,Risk 2 (Medium)
 KINGS  GYROS #2   ,Risk 1 (High)
 79TH STREET DAY CARE  ,Risk 1 (High)
 1104 WABASH ,Risk 2 (Medium)
   MC KINNEY'S EARLY LEARNING ACADEMY ,Risk 1 (High)
"  ANDIAMO'S O'HARE, LLC ",Risk 1 (High)
  79TH STREET DAY CARE ,Risk 1 (High)
   LA PROGRESSIVA PRE-SCHOOL  ,Risk 1 (High)
   MC KINNEY'S EARLY LEARNING ACADEMY  ,Risk 1 (High)
   UNCLE'S RESTAURANT  ,Risk 3 (Low)
 CHURCH'S CHICKEN # 610   ,Risk 2 (Medium)
  NORI CHICAGO   ,Risk 1 (High)
   ROSATI'S PIZZA  ,Risk 1 (High)
   THE BALANCED KITCHEN   ,Risk 1 (High)
  WILDBERRY PANCAKES & CAFE  ,Risk 1 (High)
"   POSITANOS RESTAURANT & PIZZA, INC. ",Risk 1 (High)
   HILTON O'HARE  ,Risk 1 (High)
   LOOP'S FISH & CHICKEN ,Risk 2 (Medium)
 Lake Shore Groceries   ,Risk 1 (High)
  O'BRIENS RIVERWALK CAFE ,Risk 2 (Medium)
   LOS TRES AMIGO'S RESTAURANT  ,Risk 1 (High)
 REHMANIA LUPOS FISH AND CHICKEN   ,Risk 2 (Medium)
"   LOCO SAVINGS, INC. ",Risk 3 (Low)
   ALDI'S #93  ,Risk 3 (Low)
   BABA PITA  ,Risk 1 (High)
 623 WABASH ,Risk 2 (Medium)
   DUNKIN DONUTS ,Risk 2 (Medium)
 China Wok Restuarant ,Risk 1 (High)
  TAQUERIA EL CHORRITO  ,Risk 1 (High)
  COLUMBUS PARK HEAD START  ,Risk 1 (High)
 PROVIDENCE ENGLEWOOD CHARTER SCHOOL ,Risk 1 (High)
   ONE STOP SUPERMARKET   ,Risk 3 (Low)
   J AND P FINER FOODS ,Risk 3 (Low)
  EXCELSIOR GARDEN  ,Risk 1 (High)
  SELECT  ,Risk 1 (High)
  IT TAKES A VILLAGE  ,Risk 1 (High)
 EL BARCO RESTAURANT   ,Risk 1 (High)
 LITTLE ACHIEVERS ACADEMY  ,Risk 1 (High)
 LITTLE CAESAR PIZZA #1651  ,Risk 2 (Medium)
   STANLEY'S RESTAURANT   ,Risk 1 (High)
  LORDANCHILD CHRISTIAN DAY CARE INC.  ,Risk 1 (High)
  HOT SPOT ,Risk 2 (Medium)
 BARWAQO KABOB ,Risk 1 (High)
 VOLARE ,Risk 1 (High)
   FINEST FOOD BASKET INC  ,Risk 2 (Medium)
 BRONZEVILLE SCHOLASTIC INSTITUTE   ,Risk 1 (High)
   MUGHAL INDIA INC ,Risk 1 (High)
 Pita Grill   ,Risk 1 (High)
 DANIEL WILLIAM HALE  ,Risk 1 (High)
 GAS CITY   ,Risk 2 (Medium)
  KINDERCARE LEARNING CENTERS  ,Risk 1 (High)
  POPEYES CHICKEN ,Risk 1 (High)
 HAUGAN ELEMENTARY  ,Risk 1 (High)
 SAM'S FOOD  ,Risk 2 (Medium)
"  IT TAKES A VILLAGE CHILD CARE SERVICES, INCORPORAT  ",Risk 1 (High)
   CITGO GAS ,Risk 2 (Medium)
 BARTON ELEMENTARY SCHOOL ,Risk 1 (High)
 PIZZA   MANIA 2   ,Risk 2 (Medium)
 HUNT'S EARLY CHILDHOOD EDUCATION ,Risk 1 (High)
   CHICAGO INTERNATIONAL CHARTER SCHOOL ,Risk 1 (High)
 67TH FOOD MART   ,Risk 3 (Low)
 JEWEL FOOD STORE #3030 ,Risk 1 (High)
"   IT TAKES A VILLAGE CHILD CARE SERVICES, INCORPORAT   ",Risk 1 (High)
 DIVISION CITGO & FOOD MART   ,Risk 3 (Low)
   GT FISH & OYSTERS  ,Risk 1 (High)
  CASA CENTRAL DAYCARE CENTER ,Risk 1 (High)
   GARDEN OF EDEN MEDITERRANEAN RESTAURANT ,Risk 1 (High)
 MARY'S CAFE  ,Risk 1 (High)
 WILDBERRY PANCAKES & CAFE ,Risk 1 (High)
  BETHLEHEM FOOD MART INC.   ,Risk 2 (Medium)
  POLLOS DON NENY  ,Risk 1 (High)
  KINDERCARE LEARNING CENTER   ,Risk 1 (High)
   CUERNAVACA BAKERY   ,Risk 2 (Medium)
 ST. CONSTANCE ELEMENTARY SCHOOL  ,Risk 1 (High)
 PANERA BREAD #987   ,Risk 1 (High)
  DuSable LEADERSHIP ACADEMY  ,Risk 1 (High)
   DUNKIN DONUTS  ,Risk 2 (Medium)
   LAKE VIEW YMCA  ,Risk 1 (High)
  M.O.L. INFANT ACADEMY   ,Risk 1 (High)
   LA CONDESA RESTAURANTS  ,Risk 1 (High)
  O'TOOLE ELEMENTARY   ,Risk 1 (High)
  GSB CAFE  ,Risk 1 (High)
 SUBWAY ,Risk 1 (High)
 EDWARDO'S PIZZA   ,Risk 1 (High)
  24 FOODS  ,Risk 3 (Low)
  LITTLE MIRACLES CHILD CARE INC. ,Risk 1 (High)
  UNIVERSAL FRUIT MARKET   ,Risk 1 (High)
   DOS DIABLOS   ,Risk 1 (High)
 LITTLE MIRACLES CHILD CARE INC.  ,Risk 1 (High)
 ZAPP RESTAURANT   ,Risk 1 (High)
   THE FAMOUS TACO BURRITO KING  ,Risk 1 (High)
  DEVON FISH & PIZZA INC ,Risk 1 (High)
  MID WEST GROCERIES   ,Risk 2 (Medium)
   SM FISH AND CHICKEN # 2 ,Risk 2 (Medium)
 L & M STARLIGHT RESTAURANT INC   ,Risk 1 (High)
 THE GREAT STEAK & POTATO COMPANY ,Risk 2 (Medium)
 BIRRIERIA REYES DE OCOTLAN  ,Risk 1 (High)
   NUTS ON CLARK  ,Risk 2 (Medium)
  JEREZ SPORT BAR AND GRILL   ,Risk 2 (Medium)
  Yahs Cuisine ,Risk 1 (High)
  POTBELLY SANDWICH WORKS   ,Risk 1 (High)
   RED SHIELD   ,Risk 1 (High)
   ORBIT   ,Risk 2 (Medium)
 KABOB 2  ,Risk 1 (High)
   STANDING ROOM ONLY CHICAGO ,Risk 2 (Medium)
  AZTECA de ORO MEXICAN GRILL ,Risk 1 (High)
  RESTAURANTE POLLERIA FINA ESTA #2   ,Risk 1 (High)
   MEL MARKONS ,Risk 1 (High)
   CHINATOWN RESTAURANT ,Risk 1 (High)
 LOS FAROLES AUTHENTIC MEXICAN RESTAURANT  ,Risk 1 (High)
   RED SHIELD  ,Risk 1 (High)
   TAQUERIA UPTOWN ,Risk 3 (Low)
 TRIANO'S PIZZA ,Risk 1 (High)
   THE SALVATION ARMY MARANATHA HEAD START PROGRAM   ,Risk 1 (High)
  MIDWAY GAS ,Risk 3 (Low)
   NEW LOVE TERIYAKI   ,Risk 1 (High)
   CHANNINGS CHILDCARE & DEVELOPMENT   ,Risk 1 (High)
   TAQUERIA Y TAMALERIA GUERRERENCE ,Risk 1 (High)
   HOANH  LONG  RESTAURANT ,Risk 1 (High)
   CONVENIENT FOOD MART   ,Risk 2 (Medium)
  PATHWAYS TO LEARNING CHILD CARE INC. ,Risk 1 (High)
" ILLINOIS SPORTSERVICE, INC. ",Risk 2 (Medium)
"  SARAH'S PASTRIES & CANDIES, INC. ",Risk 1 (High)
  CONVENIENT FOOD MART  ,Risk 2 (Medium)
 LE PARIS BAKERY  ,Risk 1 (High)
   CONVENIENT FOOD MART #99 ,Risk 2 (Medium)
  DISTRICT   ,Risk 1 (High)
  DuSable LEADERSHIP ACADEMY   ,Risk 1 (High)
  SKYBRIDGE RESTAURANT & BAR  ,Risk 1 (High)
   HOT SPOT  ,Risk 2 (Medium)
  TRINO'S PIZZERIA  ,Risk 1 (High)
  BRANCH 27   ,Risk 1 (High)
   AINT SHE SWEET CAFE   ,Risk 1 (High)
  THE EVEREST ROOM ,Risk 1 (High)
   CVS/PHARMACY #8511  ,Risk 3 (Low)
   CAMBODIAN ASSOCIATION OF ILLINOIS ,Risk 3 (Low)
  GUYS PIZZA INC. ,Risk 1 (High)
 MANJARES AL EXPRESS   ,Risk 1 (High)
  PANERA BREAD #933   ,Risk 1 (High)
  FOUR FARTHINGS TAVERN & GRILL  ,Risk 1 (High)
"   EDENIC SOY & TOFU, INC.  ",Risk 1 (High)
 MARISCOS LOS VEREROS RESTAURANT ,Risk 1 (High)
 LEOPOLD   ,Risk 1 (High)
   The Buckingham Athletic Club  ,Risk 1 (High)
 MARISCO'S EL NUEVO VALLARTA #2  ,Risk 1 (High)
   SILK ROAD LASALLE  ,Risk 1 (High)
 LA CONCHA  ,Risk 2 (Medium)
  MORGAN ELEMENTARY  ,Risk 1 (High)
   GRAND FOOD & LIQUOR MART  ,Risk 2 (Medium)
 BALE FRANCH BAKERY & REST  ,Risk 1 (High)
" AZUCAR, NIEVES AND CAFE CORPORATION ",Risk 2 (Medium)
 AIR FORCE ACADEMY ,Risk 1 (High)
   OROZCO ELEMENTARY ACADEMY  ,Risk 1 (High)
 CORNER BAKERY CAFE   ,Risk 1 (High)
" J&K FAST FOOD GROUP, INC   ",Risk 2 (Medium)
 AUTUMN GREEN AT MIDWAY VILLAGE ,Risk 1 (High)
   POTBELLY SANDWICH WORKS LLC ,Risk 1 (High)
  CRUMBS BAKE SHOP ,Risk 2 (Medium)
  ANTON DVORAK ELEMENTARY  ,Risk 1 (High)
   SWIM CAFE ,Risk 2 (Medium)
 Subway   ,Risk 2 (Medium)
 DYETT HIGH SCHOOL   ,Risk 1 (High)
  TASTE OF PERU ,Risk 1 (High)
   OVEN FRESH BAKERY  ,Risk 2 (Medium)
 GARFIELD GYROS  ,Risk 1 (High)
 GSB CAFE   ,Risk 1 (High)
   ALL THINGS ARE POSSIBLE KIDS 7 ,Risk 1 (High)
   D' CANDELA   ,Risk 1 (High)
 FAST AND FRESH ,Risk 1 (High)
   MARISCOS LAS ISLITAS  ,Risk 1 (High)
  D'CANDELA ,Risk 1 (High)
   THE CAPITAL GRILLE   ,Risk 1 (High)
   WINDY CITY CARVERS ,Risk 2 (Medium)
  INDO-AMERICAN CENTER  ,Risk 1 (High)
  CAPTAIN HOOKS FISH & CHICKEN   ,Risk 1 (High)
  MCGUIGANS ,Risk 1 (High)
   79TH STREET BARBEQUE   ,Risk 1 (High)
" PIEROGI HEAVEN, INC.   ",Risk 1 (High)
  GILHOOLEY'S GRANDE SALOON ,Risk 1 (High)
 FRANCISCO BONILLA   ,Risk 2 (Medium)
   LA PLACITA   ,Risk 1 (High)
  KAMDAR PLAZA INC ,Risk 1 (High)
  MCDONALDS  ,Risk 2 (Medium)
  WOODEN SPOON I LLC ,Risk 1 (High)
 CAFE AMANTE ,Risk 2 (Medium)
   SUPERMERCADO LA VILLA  ,Risk 1 (High)
   PASSPORT LOUNGE ,Risk 3 (Low)
  HUBBLE HOOKAH   ,Risk 1 (High)
 HAROLD'S CHICKEN SHACK #10   ,Risk 2 (Medium)
   NORTH PARK PIZZA   ,Risk 1 (High)
   CARNICERIA Y TAQUERIA GUERRERO  ,Risk 1 (High)
  Three Aces Restaurant ,Risk 1 (High)
  CARNICERIA Y TAQUERIA GUERRERO   ,Risk 1 (High)
  WICKER BASKET MARKET   ,Risk 1 (High)
  THE LEARNING TREE PRE-SCHOOL   ,Risk 1 (High)
   NEW CHINA BUFFET ENTERPRISES   ,Risk 1 (High)
  CHURCH'S CHICKEN # 1315 ,Risk 2 (Medium)
   DUNKIN DONUTS   ,Risk 2 (Medium)
 Smyth ,Risk 1 (High)
 O'HARE GASLIGHT CLUB ,Risk 1 (High)
 GRANDADDYS SUBS INC.  ,Risk 1 (High)
   KMART #3594 ,Risk 2 (Medium)
 Joyner CPC  ,Risk 1 (High)
 COCO PAZZO CAFE  ,Risk 1 (High)
 JB QUICK STOP MART   ,Risk 3 (Low)
   LA BAGUETTE BAKERY ,Risk 1 (High)
 BUDGET PANTRY   ,Risk 3 (Low)
 GATEWAY NEWSTAND ,Risk 3 (Low)
   F + A FOODMART   ,Risk 3 (Low)
"  ALL THINGS ARE POSSIBLE FOR KIDS, INC. ",Risk 1 (High)
   KARE INC ,Risk 3 (Low)
   JEWEL FOOD STORE #3181  ,Risk 1 (High)
 LITTLE VILLAGE ELEMENTARY   ,Risk 1 (High)
"   EBERHART FOODS, INC. ",Risk 2 (Medium)
  SUPERMERCADO LA VILLA   ,Risk 1 (High)
  NORTHSTAR COFFEE ,Risk 2 (Medium)
 Qdoba Mexican Eats #2621   ,Risk 1 (High)
  POTBELLY SANDWICH WORKS LLC   ,Risk 1 (High)
   COURTYARD BY MARRIOTT  ,Risk 1 (High)
 CARNITAS DON RAFA INC ,Risk 3 (Low)
   CARNITAS DON RAFA INC   ,Risk 1 (High)
 SOUL EXPRESS ,Risk 1 (High)
 LOU'S GOURMET SWEETS  ,Risk 3 (Low)
   NORTH RIVER ELEMENTARY ,Risk 1 (High)
 SEWARD BRANCH ,Risk 2 (Medium)
   THE LEARNING TREE PRE-SCHOOL ,Risk 1 (High)
 CHILD DEVELOPMENT & HIGH QUALITY CARE  ,Risk 1 (High)
 ESTRELLA BLANCA   ,Risk 3 (Low)
 GERALD DELGADO KANOON ELEMENTARY ,Risk 1 (High)
 NORTHSTAR COFFEE  ,Risk 2 (Medium)
   ESTRELLA BLANCA ,Risk 1 (High)
  Burnside ,Risk 1 (High)
 SWEET SPOT MACARONS ,Risk 3 (Low)
   7-ELEVEN # 33731  ,Risk 1 (High)
 GILCHRIST MARCHMAN HEAD START  ,Risk 1 (High)
   ST MONICA ,Risk 1 (High)
  McDONALD'S   ,Risk 2 (Medium)
 DIAZ GROCERY STORE  ,Risk 2 (Medium)
   HOMAN 24 FOOD INC.   ,Risk 3 (Low)
   CARMINE'S CLAM HOUSE INC   ,Risk 1 (High)
 GROCERY BASKET   ,Risk 2 (Medium)
   FAT ALBERT  ,Risk 1 (High)
   CHINA CITY   ,Risk 1 (High)
  THAI SPICE  ,Risk 1 (High)
  FRANK'S  FRANKS   ,Risk 2 (Medium)
   RICE CAFE   ,Risk 1 (High)
  MARISCO'S EL NUEVO VALLARTA #2   ,Risk 1 (High)
 TAURUS FLAVORS   ,Risk 2 (Medium)
 KATHERINE  ANNE  CONFECTIONS ,Risk 1 (High)
  SBARRO   ,Risk 1 (High)
   STARBUCKS T-2   ,Risk 2 (Medium)
 SAVE-A-LOT # 854   ,Risk 2 (Medium)
   CHAN'S RESTAURANT  ,Risk 1 (High)
   NEW CHINA WOK   ,Risk 1 (High)
   A MOTHER'S TOUCH DAYCARE  ,Risk 1 (High)
 OH PANINI ,Risk 1 (High)
  HAROLD'S CHICKEN SHACK   ,Risk 2 (Medium)
  CAFE DE FUSION   ,Risk 3 (Low)
  GARDEN OF EDEN MEDITERRANEAN RESTAURANT   ,Risk 1 (High)
  LITTLE BROTHER'S  ,Risk 1 (High)
   NORDSTROM ESPRESSO BAR ,Risk 2 (Medium)
  ANTON DVORAK ELEMENTARY  ,Risk 1 (High)
  THE FAMOUS TACO BURRITO KING   ,Risk 1 (High)
  WOW BAO ,Risk 1 (High)
"   NEW KNOWLEDGE LEARNING CENTER, INC.  ",Risk 1 (High)
 THE ORIGINAL MAXWELL STREET  ,Risk 2 (Medium)
  MI CAFETAL  ,Risk 3 (Low)
 MEL MARKONS  ,Risk 1 (High)
 TAKE ME OUT  ,Risk 1 (High)
 MANDARIN KITCHEN   ,Risk 1 (High)
  Saigon Grill   ,Risk 1 (High)
 A MOTHER'S TOUCH DAYCARE  ,Risk 1 (High)
 LITTLE  CAESARS # 1744 ,Risk 2 (Medium)
  THE NORWOOD RESTAURANT ,Risk 1 (High)
  A KARRASEL CHILD CARE CENTER   ,Risk 1 (High)
   BUTTERFLY SUSHI BAR AND THAI CUISINE ON MADISON ST   ,Risk 1 (High)
   UPTOWN SODA BREAD   ,Risk 3 (Low)
  VENUS CAFE   ,Risk 1 (High)
 DOWN THE LINE ROOFTOP  ,Risk 2 (Medium)
 LOS GIRASOLES  ,Risk 1 (High)
   Beyond The Ivy ,Risk 2 (Medium)
 Burke ,Risk 1 (High)
 POPEYES FRIED CHICKEN REST ,Risk 1 (High)
 ZED 451   ,Risk 1 (High)
   ZFT   ,Risk 1 (High)
 WICKER PARK SEAFOOD AND SUSHI BAR   ,Risk 1 (High)
   GRANNY B'S   ,Risk 1 (High)
 VILLA PALERMO INC ,Risk 1 (High)
  MURPH'S HOT DOG   ,Risk 2 (Medium)
"  SMAKTAK, INC. ",Risk 1 (High)
  LOS TRES AMIGO'S RESTAURANT   ,Risk 1 (High)
  SAVE-A-LOT   #856   ,Risk 2 (Medium)
   FOUR FARTHINGS TAVERN & GRILL ,Risk 1 (High)
   DUNLAYS ON THE SQUARE  ,Risk 1 (High)
 NORM & DEE'S LIQUORS   ,Risk 3 (Low)
 ALDEN NORTHMOOR REHAB & HLTH  ,Risk 1 (High)
   D'AGOSTINO'S II  ,Risk 1 (High)
 DUNKIN DONUTS   ,Risk 2 (Medium)
"   PEACHTREE NURSERY AND LEARNING CENTER, INC.   ",Risk 1 (High)
  ON THE GO GROCERY  ,Risk 3 (Low)
 PHOENIX RESTAURANT OF IL.L.L.C ,Risk 1 (High)
 SKYBRIDGE RESTAURANT & BAR   ,Risk 1 (High)
 PETERSON FOOD MART  ,Risk 3 (Low)
   St. Mary of the Wood School   ,Risk 3 (Low)
"  OMAR & SALMA, INC.   ",Risk 2 (Medium)
   DUKS RED HOTS   ,Risk 2 (Medium)
   SUNRISE SUPERMARKET ,Risk 2 (Medium)
 DOLLAR STORE GENERAL  ,Risk 3 (Low)
 67TH FOOD MART   ,Risk 3 (Low)
 MORSELAND  ,Risk 1 (High)
"   EDENIC SOY & TOFU, INC.  ",Risk 1 (High)
 JIA'S ORENTAL CORP  ,Risk 1 (High)
